gene_name,significant,difference,logpval
CEMIP,+,0.652858555316925,2.67129005057521
BHLHE41,+,1.21113836765289,1.78832508307151
MYO18B,+,3.75167214870453,1.39147786898279
LRIT3,+,0.984159469604492,1.55400072102023
COL24A1,+,2.28619289398193,5.03305820200045
ERICH1,+,0.414019346237183,2.55459661093519
RSAD2,+,0.996038317680359,1.61565675675496
TCAP,+,0.777308344841003,1.78862333343832
TSC22D3,+,0.747873783111572,1.9274085558967
MCM3,+,-0.490362167358398,1.98363346715724
MAF,+,2.26791059970856,3.15655392464638
PRTFDC1,+,-0.621058344841003,1.35502077938665
BCO2,+,1.288409948349,1.63799949705977
LENG8,+,0.427815198898315,2.30742075630274
PTTG1,+,-0.405460834503174,2.2525292273442
NFE2L2,+,0.7155442237854,1.38591446279324
AIF1,+,-0.639355182647705,1.31914488392265
PHTF1,+,0.217975854873657,1.53316266869646
MTERF4,+,0.393815517425537,1.36662636260756
LMNTD2,+,0.819986581802368,2.61021184290857
ZNF221,+,0.625673174858093,2.05415756827881
CNFN,+,0.490956604480743,1.30843999734204
IRF7,+,0.406869292259216,1.73600106166652
MTRNR2L3,+,0.502959311008453,2.16281870915439
CSNK1D,+,0.290029525756836,1.87477133419061
PIF1,+,-0.509787321090698,2.06329862817126
RAB9A,+,0.49670147895813,1.50697256274106
ADPRM,+,0.754841327667236,2.31332806160016
TDRD9,+,0.575640439987183,1.33732039281675
ATG4A,+,0.249552965164185,1.33700377943321
LGALS12,+,1.16246676445007,2.42773029006998
THBS1,+,2.20354247093201,1.96461223938621
NIT1,+,0.312983512878418,1.81486494403832
TLCD2,+,1.38584583997726,1.51671981971576
SESN3,+,0.626780033111572,1.62871873877315
KCND1,+,0.622296094894409,1.66875922364197
ANAPC2,+,0.254102230072021,1.43838113858374
SSBP2,+,0.410064458847046,1.8132652859474
ZXDC,+,0.288951635360718,1.67252485974952
TTN,+,2.10147881507874,2.75482509446368
NR4A3,+,2.01209723949432,3.71101147396061
NUSAP1,+,-0.447938203811646,1.90042238601055
CYP1B1,+,2.16816747188568,2.15886031501945
ZBTB14,+,0.286885738372803,1.39672096729706
FAM72D,+,-0.636437892913818,1.69273484401167
BRWD1,+,0.534687995910645,2.83434208328424
CNIH1,+,-0.413327932357788,1.44763515730108
TRIOBP,+,0.427981853485107,1.79595561612976
CHFR,+,0.224310398101807,1.55413916932199
GDPD3,+,0.718926906585693,1.63974622726593
SAP30L,+,0.238036155700684,1.33686714302316
BOLA3,+,-0.595658302307129,2.12948984077135
SERTAD3,+,0.245430827140808,1.43258515638462
JUN,+,1.58610057830811,1.91313105853927
C19orf71,+,0.675793647766113,1.78071342980677
SV2C,+,1.0424812734127,1.8659215369498
HEXDC,+,0.367221117019653,1.45836332297418
PTK2B,+,0.354028940200806,1.54131525839083
ZKSCAN4,+,0.304506063461304,1.70736210392647
IL1R1,+,0.777819633483887,2.04997971723704
CYLD,+,0.448417186737061,1.93287842452668
RAPGEF3,+,1.10455572605133,2.21188227173869
CCNB2,+,-0.366703271865845,1.77340777887714
CCNB2V,+,-0.366703271865845,1.77340777887714
CASZ1,+,0.335617780685425,1.7814044082721
C16orf96,+,1.57225322723389,2.00326642091502
ZFYVE27,+,0.321997165679932,2.20484853566871
DNAH10OS,+,0.557624042034149,2.77703654431192
YPEL3,+,1.02132844924927,1.79003823472461
C15orf52,+,1.35761308670044,1.82956093479032
ZNF155,+,1.12955510616302,1.51966412510112
PI4KB,+,0.545421123504639,1.99861905307929
CDC2,+,-0.420739889144897,2.12946149026295
CDK1,+,-0.420739889144897,2.12946149026295
KLF7,+,0.523751497268677,1.84974302255869
C14orf142,+,-0.316614031791687,1.32600459533444
ACYP2,+,0.237823486328125,1.47223583669662
AP1G2,+,0.385783910751343,1.95819710661965
ALDH1B1,+,-0.355183124542236,1.35836729298206
CDCA8,+,-0.379597902297974,1.70265115543102
FAM64A,+,-0.706015586853027,2.23599051691812
MCOLN1,+,0.397053718566895,1.77600050024015
KLC4,+,0.404484510421753,1.76495436423908
LARP4,+,-0.399580955505371,1.56018081511829
PHB,+,-0.267335176467896,1.82741007340678
ATF7IP2,+,0.36779260635376,1.62492299857212
VPS9D1,+,0.578059673309326,2.12143504366049
USPL1,+,0.263933181762695,1.58607033389169
SLC10A3,+,0.523677110671997,1.32399769471082
EGLN2,+,0.497889041900635,1.86062952300966
C21orf62-AS1,+,0.988719701766968,1.79918794926584
GLTSCR2,+,0.312750339508057,2.02476913718526
IL3RA,+,0.644030809402466,1.30816640180589
GPHN,+,0.406634330749512,1.82780308224545
BET1,+,-0.444872736930847,1.45340108111289
DKFZp781C0425,+,-0.444872736930847,1.45340108111289
GINS2,+,-0.492559432983398,1.9072027200391
FAM222A,+,-0.515761613845825,1.57274289043148
WBP1,+,0.579412937164307,1.61998948437609
WDR88,+,0.543232083320618,1.63975906561265
TECTA,+,0.782056450843811,1.47477872135161
HIST3H2A,+,0.344964742660522,2.28894413824997
MAPK13,+,0.975066781044006,1.87781710568264
TRADD,+,0.352807283401489,1.48634197472557
LRRC8D,+,-0.310943603515625,2.10618915842134
CTF1,+,0.852032899856567,2.86961606612458
DDAH2,+,0.686797857284546,1.68751672583595
PDK4,+,2.11273920536041,1.61712637065616
NFKB2,+,0.750918626785278,2.07424490211208
CCDC154,+,0.699999690055847,1.38280508494252
DPYSL2,+,-0.442681550979614,1.61066409417308
RHBDD2,+,0.699779748916626,2.15160079469559
WUGSC:H_RG122E10.2a,+,0.699779748916626,2.15160079469559
SAC3D1,+,-0.318743228912354,1.47212152286838
C10orf10,+,2.33290088176727,1.50365746938903
DEPP,+,2.33290088176727,1.50365746938903
PHF11,+,0.262154340744019,1.33816888554725
LIPC,+,1.16825747489929,1.6773821761935
ZNF217,+,0.276899099349976,1.50009579898649
RSPH1,+,1.45578056573868,2.30368555395553
GINS1,+,-0.449435710906982,1.7115668436293
RBM5,+,0.333933353424072,1.41050897918758
MYO10,+,0.706929564476013,1.98098225979784
NPIPB11,+,0.290079593658447,1.61359057382648
SLC2A1,+,1.74860835075378,2.67665446443073
PANK1,+,-0.372496247291565,1.42005220944959
ZEB2,+,0.564723968505859,1.83389174225716
GOLGA1,+,0.324672222137451,1.45466163816787
ARHGEF11,+,0.367468357086182,1.30444275139634
DNAH1,+,0.688232898712158,2.21398484510363
SULT1C4,+,1.01773595809937,1.77890123256449
RIN3,+,0.383083581924438,1.39669919949041
DCDC2B,+,0.40779972076416,2.00132978958609
TMEM42,+,0.366278171539307,1.8585009762205
HEATR5B,+,0.462811470031738,1.53513710700521
NRXN2,+,-0.589383602142334,1.44289043810257
CHN1,+,1.76923310756683,1.97801323386994
VPS39,+,0.234570264816284,1.41505374449571
THAP6,+,0.768141865730286,1.73563458984516
ERGIC3,+,0.249825000762939,1.4047252305377
MOB3C,+,0.739184379577637,2.20514188264384
CATSPERG,+,1.13912522792816,1.72785153218789
AHSA2,+,0.498047113418579,1.33495734140177
KIFC1,+,-0.310758829116821,1.57185426761113
PAFAH2,+,0.40562891960144,1.7683928994346
EGR1,+,1.79902386665344,2.05362561762799
C19orf18,+,1.38727435469627,1.37265405496102
NUF2,+,-0.349438905715942,1.8315211195034
POT1,+,0.286095380783081,1.53433089579109
EFCAB14,+,0.413756608963013,1.3108544117936
MMP28,+,2.28558483719826,1.62463226816001
C1orf186,+,-0.556558847427368,1.43489608844559
PAN3,+,0.286582231521606,1.37873642322381
CTSO,+,0.645444750785828,1.81732438187236
HAUS1,+,-0.255252838134766,1.38690836097986
GNG7,+,0.806115984916687,1.51836513366826
SH3TC1,+,1.52692294120789,3.19272169773924
HBEGF,+,1.02613544464111,2.29584083748117
FOXH1,+,0.830482006072998,1.45979630612082
TIMM9,+,0.30066990852356,1.75033777572157
CD300A,+,-0.465686082839966,2.34396477786067
BUB1,+,-0.341490983963013,1.37052010084701
DKFZP564A2416,+,-0.38778018951416,1.3748117975364
SPATS2L,+,-0.38778018951416,1.3748117975364
SMPD3,+,-0.846472799777985,1.58156572035568
INSL3,+,1.14881438016891,1.94199574662271
TOM1,+,0.563063144683838,2.70462292101461
ELMO1,+,0.393591165542603,1.88641605254338
TBC1D3L,+,0.868154525756836,4.54943715651906
LAPTM5,+,0.534512996673584,1.5632419404872
CRHBP,+,2.55149781703949,2.62082423723956
TAS2R5,+,0.954838752746582,1.61946043577857
OLR1,+,2.47537040710449,2.73770985883369
SPC25,+,-0.452923059463501,2.16925565276313
OVGP1,+,0.890136063098907,2.4221986539163
VASH2,+,-1.99232184886932,3.12616729094876
SLC6A16,+,0.711372494697571,2.33687798130531
HDAC10,+,0.401704072952271,2.50346313330433
ATPAF1,+,-0.355106353759766,1.55589504678339
GGCT,+,-0.477291107177734,2.464700961548
COQ3,+,-0.498978734016418,1.71694771912871
DUOX1,+,1.46560209989548,1.64035973630989
DIP2A,+,0.529217481613159,2.18358632879962
CCDC146,+,0.661031007766724,2.23020129235201
NFKBIA,+,0.286893129348755,1.64204855368093
C22orf39,+,0.427109718322754,1.51242706051059
RPL7,+,0.261654376983643,2.26421612808285
CHAMP1,+,1.8773021697998,1.35741592838806
GOLGA6D,+,0.358239948749542,1.70121282194175
CDK9,+,0.330645322799683,1.63318279240703
LOC100996740,+,0.320105314254761,1.66641881249747
CABP7,+,0.669532537460327,1.58536151133932
RPS11,+,0.266871213912964,1.64202386006043
EZH1,+,0.514817476272583,2.7534361014607
KRTAP5-9,+,1.08905273675919,1.66131835783904
CDC45,+,-0.481418132781982,2.37199051616954
PLCD1,+,0.374536275863647,1.56370803133429
GOLGA8B,+,0.467755079269409,2.10299746177101
MVP,+,0.865301132202148,2.18091425717516
FAM214A,+,0.74247407913208,1.43636184495717
NID1,+,1.61257600784302,1.44478114218837
ACSM1,+,0.529898405075073,1.31970962441158
HMGCR,+,-0.687425851821899,2.49310490966267
KIF20A,+,-0.472669363021851,2.01257188676304
RUFY3,+,0.522663831710815,1.69316369022669
MAPKBP1,+,0.415188789367676,1.39646058026804
HRASLS5,+,1.54175806045532,1.76369978150653
TBC1D3D,+,0.688948035240173,1.85538025288704
CDC25C,+,-0.451181530952454,2.5869839688178
RPS29,+,0.222790479660034,1.31877801417139
TET2,+,0.399348258972168,1.35160240549962
RRM1,+,-0.351903676986694,1.5329561638225
FPR1,+,0.943493008613586,1.48839053271917
HOXA3,+,1.03784513473511,1.34366898419768
KL,+,1.96727728843689,1.79642897184211
ESPL1,+,-0.368468523025513,1.6209719684847
APBA3,+,0.2450852394104,1.59052718951659
UBE2H,+,0.477856636047363,2.41739525438037
JMJD1C,+,0.283422708511353,1.48844037944828
CALCOCO1,+,0.862102031707764,1.896035473944
ZBTB32,+,1.7789865732193,1.32407385142019
MTRNR2L10,+,0.369955778121948,1.47973166306178
C9orf131,+,0.688721835613251,1.70738109442153
NME3,+,0.428940773010254,1.41448320431838
UBR2,+,0.321376800537109,1.30902810501608
CBLB,+,0.407654523849487,2.44906343002785
DKFZp779A0729,+,0.407654523849487,2.44906343002785
RRAS,+,0.640614032745361,2.01157813687027
SNRNP70,+,0.286715030670166,1.43656817255184
IGLON5,+,3.85333350300789,3.43721408130328
MAGOHB,+,-0.257772922515869,1.401335188091
MYH3,+,0.567542672157288,2.90234763690299
DSCC1,+,-0.516353368759155,2.29019190664854
EXOC7,+,0.380497694015503,2.62582869281189
MXD1,+,0.737117409706116,1.70440734602313
FDFT1,+,-0.597090005874634,1.32098491575276
ATP9A,+,0.997775554656982,3.87112339331104
KIF18B,+,-0.354655265808105,1.55583551315709
C20orf194,+,0.501964807510376,2.15958373648465
CYB5R1,+,0.379178285598755,1.60896802902035
CUL9,+,0.337506532669067,1.57684947049803
RGS2,+,1.23633980751038,2.91913927516265
ERG,+,0.520040512084961,1.66520266341532
ZMYND12,+,1.56213372945786,1.31512838234088
ADAMTS13,+,0.684767246246338,1.61845489193641
EML6,+,0.58308732509613,2.619417541256
HEXB,+,0.251204490661621,1.47814839372384
NCOA3,+,0.467186689376831,1.65351870019725
PCDHGC4,+,2.33204412460327,2.46517778629724
TRIM74,+,2.36115527153015,1.5675266200719
CAPN12,+,1.55549991130829,2.42897007234806
DLGAP2,+,1.43114721775055,1.84769894175381
BCL6,+,1.55212533473969,1.73134584107049
RUNDC3A,+,1.11473882198334,2.41888332737622
SGIP1,+,1.46308481693268,2.28431461861334
hDV102S1,+,0.739020645618439,1.43247944425395
STRAP,+,-0.362912178039551,1.3797427552804
FAM160A2,+,0.387990236282349,2.07088061915958
PHKA1,+,-0.244661688804626,1.3999870175102
FAIM,+,-0.517268180847168,1.74472682876093
KRTCAP2,+,0.471537590026855,2.17781569997619
ABTB1,+,0.524182319641113,1.30339762545832
SLC25A28,+,0.447144508361816,1.93897888398083
LENG9,+,0.353998422622681,2.11897145496147
GOLGA8A,+,0.419062614440918,1.60609075654693
TBC1D13,+,0.594908714294434,1.90351349382273
SNED1,+,0.690992712974548,1.39877669004268
MEF2D,+,0.739291906356812,2.63404774685867
TPRA1,+,0.236937046051025,1.34451454579958
CCDC102B,+,0.509423136711121,1.37152106898153
SGSM2,+,0.340208292007446,1.84601814240572
MAFG,+,0.362612009048462,2.02993147663422
PTBP2,+,0.23418116569519,1.42772562059336
ZNF396,+,0.708771824836731,1.57384054922484
BHLHE22,+,-1.54341924190521,1.4184128126905
CRYGS,+,0.440781593322754,2.05729469717574
FSD1,+,-1.09117960929871,1.31493614318883
CLDN20,+,0.557738602161407,1.56977585993691
CLEC18A,+,0.816191792488098,1.7173010228222
MAP1LC3B2,+,0.331098318099976,1.50869357136179
FAM213A,+,-0.385046005249023,1.70679131497573
TBC1D20,+,0.445980548858643,2.54318754821922
PLD3,+,0.462238788604736,1.94929427765882
PICK1,+,0.230329513549805,1.786874155457
TBCC,+,0.279327154159546,1.96771777336004
TCF15,+,-1.12310183048248,1.63946621120031
ACOT7,+,-0.430062770843506,1.87678490233454
MSH5-SAPCD1,+,-0.347942113876343,2.0860055936361
TESK1,+,0.498295307159424,2.27243916737137
ZNF385C,+,0.947962403297424,1.68152591890042
FDPS,+,-0.618456840515137,1.71236872478132
TGIF1,+,0.438175201416016,2.12280619999767
ZNF513,+,0.617089748382568,1.69231397425582
ADHFE1,+,0.94542133808136,2.37829715613457
MPPE1,+,0.411683559417725,1.51430805332771
ZMIZ2,+,0.340413093566895,1.46493115714248
MAP3K12,+,0.541065096855164,1.40849208174667
PPP1R32,+,1.0145126581192,2.54504182324219
TBC1D32,+,0.426402449607849,1.48880213733579
BCAN,+,-0.711999237537384,1.538057459792
PNPLA7,+,1.17115747928619,1.91796666667128
BIRC5,+,-0.404072284698486,1.96483290508972
TPX2,+,-0.446242809295654,2.09770427111229
MCMBP,+,-0.260776996612549,1.3522574598331
CASC10,+,-0.348883032798767,1.85690448810894
MKNK2,+,0.608710050582886,1.70175017868559
TRIM4,+,0.279454469680786,1.45453882352222
CXCR5,+,0.623744249343872,2.70516013712347
ZSWIM1,+,0.391085147857666,1.42105653960009
KLHDC1,+,0.674973964691162,1.46125358970708
MND1,+,-0.532107353210449,1.96632037954912
ZDHHC12,+,1.25863492488861,2.24550618403541
TICRR,+,-0.430306911468506,1.56564762253127
MRPL41,+,0.319301843643188,1.34685577140265
FMO1,+,1.90699052810669,2.97979984694088
ARL8A,+,0.241464138031006,2.06821748000332
ARRDC2,+,0.501637935638428,1.82508999066126
GCGR,+,1.80873763561249,2.28851047469443
PHKG1,+,0.711787104606628,1.41841683476145
RRAGB,+,0.377875804901123,1.72577381449744
IL10RB,+,0.819154262542725,1.49561973119192
SYNE4,+,0.778660595417023,1.8165342704672
MTFP1,+,-0.327775239944458,1.66345285548165
OIP5,+,-0.404098033905029,2.35126484062637
SH3RF3,+,-0.777757883071899,1.92471954895491
NUP50,+,1.25970053672791,1.88179837745242
GPR153,+,0.986438989639282,1.57216968160783
PCSK6,+,1.44296002388,1.67695389089931
KIAA1407,+,0.793017387390137,1.73661262882858
NCK2,+,0.529031038284302,2.12726511989467
ATP2C1,+,0.326802968978882,1.55853055556439
CEP78,+,-0.660129547119141,1.95630359076424
TTC14,+,0.355219841003418,1.51922966161883
HSPA1L,+,0.538819670677185,2.51671034147403
KRBOX4,+,0.346181869506836,1.40194160507576
IGFLR1,+,0.52475380897522,1.69618119287391
FURIN,+,0.555753469467163,2.09776205295506
TMEM219,+,0.329541206359863,2.01529328409682
SDR39U1,+,-0.363958835601807,1.51503409860866
NKTR,+,0.331590175628662,1.34644532183823
TEX2,+,0.255411863327026,1.32049552197733
DCAF8,+,0.358642339706421,1.86866924960438
NR1H3,+,0.533675193786621,1.38472390662102
EFNB1,+,0.477929830551147,1.53809386439695
PFDN5,+,0.348198890686035,1.80552072103559
SPATA2L,+,0.616470694541931,1.34959799298763
BCAS3,+,0.595273971557617,2.11640046689884
ASF1B,+,-0.33555006980896,1.35407905391116
ZDHHC3,+,-0.306186437606812,1.45095795978815
RPL36A,+,0.206096410751343,1.30356856468734
CPM,+,1.56760334968567,1.30432348513832
IQCG,+,0.456473827362061,2.77422596641255
SPEF2,+,0.920840501785278,1.65700330648865
GINS4,+,-0.333700895309448,1.33171902734625
LIG1,+,-0.249892950057983,1.3565262024358
AP2A2,+,0.235313415527344,1.49439525390878
PCED1A,+,0.425131559371948,1.35828215704208
KIF15,+,-0.468250513076782,2.22292485383825
SIAE,+,0.439141511917114,1.54429583109132
USP35,+,0.358558893203735,2.33067833179848
ZNF75D,+,0.387007117271423,1.38173042607885
CD55,+,0.571226596832275,1.40036788189023
TAGLN,+,1.14247024059296,1.31890281728261
KIAA0556,+,0.333962678909302,1.84128323194717
CDCA2,+,-0.476713180541992,1.93113874621407
EVI5L,+,0.622915029525757,1.65153810363997
OVOL1,+,1.7120549082756,2.68320688220702
PRC1,+,-0.449103832244873,4.03308067728615
C11orf54,+,0.434265851974487,1.36982620193785
GIMAP1,+,1.09263968467712,1.63521902536883
TMPO,+,-0.372452974319458,1.54578154622459
CMAHP,+,0.848528146743774,1.53292053130678
PAN2,+,0.333675861358643,2.56042348199239
SLC4A5,+,1.7997899055481,3.52761259559405
F12,+,-0.664655923843384,2.01194837465902
TF,+,1.98055547475815,2.6324141855786
SAE1,+,-0.306970834732056,1.36167171206756
ADAM11,+,1.22559034824371,2.23834273378143
ZNF333,+,0.566877603530884,1.32777430508049
SMOX,+,1.02045440673828,3.47092581643242
PPP4R1L,+,0.782958626747131,1.74758961979527
MTRNR2L4,+,0.448964774608612,1.6812592172126
KDM6B,+,0.831928968429565,2.82395515232965
LYG1,+,0.883447468280792,1.58412681082289
EEF1D,+,0.329845428466797,1.72341558092997
SKOR1,+,0.846589803695679,2.35408503024722
BAZ2A,+,0.304445028305054,1.98694278136617
CENPH,+,-0.407941579818726,1.66819968116959
VMAC,+,0.63286018371582,2.559586165076
BCAT1,+,-0.534269332885742,1.46036901753437
KIF27,+,0.28777015209198,1.31342227715913
TRIM8,+,0.542502641677856,1.53871311332303
SFXN5,+,0.27523398399353,1.72658740007026
ACAT2,+,-0.962182521820068,3.29038625736858
CELA2A,+,3.16347628831863,1.60127095677578
HEG1,+,0.469919681549072,1.42348247599823
CHN2,+,0.596459150314331,1.73405137756576
BMF,+,1.59303987026215,2.54733518458967
MYOM1,+,2.20004999637604,2.93937870421861
ZFYVE1,+,0.395235300064087,1.55283015140699
SCN11A,+,0.844627916812897,1.37719371958358
FADS1,+,-0.393283843994141,1.31927060190924
IRF9,+,0.853552341461182,1.7249634000959
STAT3,+,0.340217351913452,1.42258462844724
CDNF,+,1.15751254558563,1.79471959280612
OGT,+,0.378782033920288,1.338524694485
MELK,+,-0.424112796783447,2.42539582924634
MCM5,+,-0.264969348907471,1.48229557863401
VN1R1,+,0.783927261829376,1.3094820527377
ANO8,+,0.563036441802979,1.4689352687476
ISCU,+,0.410973072052002,1.71501037464169
ZNF514,+,0.30034875869751,1.5085117246133
SYNE1,+,0.335394382476807,1.99521872778584
ZNF581,+,0.614181995391846,1.46793001350887
TOX4,+,0.234345674514771,1.32410592507146
CRAMP1L,+,0.319623470306396,1.72756812669334
NOG,+,2.2117292881012,2.94238048195228
WDTC1,+,0.361001014709473,1.3826702015892
C14orf1,+,-0.558045864105225,1.60950301415182
PLEKHM1,+,0.477993249893188,2.12628136751091
VDAC1,+,-0.410482406616211,1.5405994040296
IFIT1B,+,1.7906958758831,1.69505177811969
NUCKS1,+,-0.415467500686646,1.56131729357202
PSAP,+,0.268085718154907,1.4823268588314
ZNF225,+,0.447945117950439,1.43686806891061
PHF21A,+,0.345027208328247,1.54306163704953
ARSK,+,-0.312044382095337,1.55157152933772
ZNF274,+,0.37360692024231,1.52990757182191
E2F1,+,-0.225908994674683,1.38563079517691
TUBGCP6,+,0.263949155807495,1.68279966909938
HPR,+,0.938336372375488,2.00558378118548
HLA-DMB,+,0.643720507621765,2.06520877107295
MOSPD1,+,0.486019492149353,1.32929534792332
POLA1,+,-0.348887205123901,1.31096240233738
TCP11L2,+,1.06048679351807,1.77696570649711
SAMD8,+,0.435603380203247,1.62575864193419
RHOB,+,1.03652679920197,1.38472949586178
CABLES1,+,0.55231761932373,2.04598163986713
MYLIP,+,0.797577381134033,1.57286673061864
BSPRY,+,0.395909547805786,2.55929566618263
C6orf48,+,0.428592920303345,2.96593091406416
OPRD1,+,0.993530333042145,2.05714861237951
KIAA0101,+,-0.40904974937439,1.61581896366146
ASAH1,+,0.428062200546265,1.44648448643557
ZBTB12,+,-0.341893196105957,1.48480517325525
EDRF1,+,0.670230865478516,1.45415217485029
HLA-DOA,+,0.924745678901672,1.3222139151045
DDIT3,+,0.521342992782593,1.51398677545679
NXF1,+,0.349220037460327,1.61032477801604
HIF1A,+,0.441275358200073,1.36455296261241
GNPTG,+,0.271811246871948,1.39505255236038
AURKB,+,-0.314270496368408,1.44503785647355
ZCWPW1,+,0.631443619728088,1.5371402711339
GABARAPL1,+,0.997708201408386,1.9956786849142
BTG2,+,1.27971911430359,2.50675034392811
NADSYN1,+,0.330819368362427,1.87125958218664
TPT1,+,0.597921848297119,1.30325081443349
RUNX3,+,0.381165981292725,1.76107323844668
C16orf72,+,0.820188999176025,1.33760513808272
MTRNR2L12,+,0.235360860824585,1.70609699922765
ARRDC5,+,1.71137252449989,2.58427483827855
STAR,+,-0.504085540771484,1.7476159975559
PIPOX,+,1.20399981737137,2.03452489366811
MKL2,+,0.820086240768433,1.31657303175121
LRRC4,+,3.2292897105217,3.69311920033621
COL9A2,+,0.825847506523132,1.75543197763492
CKS1B,+,-0.282997608184814,1.62293397049693
GDI1,+,0.411926507949829,1.47727813849239
ATXN1,+,0.355298519134521,1.60141450705232
KSR1,+,0.702608585357666,2.4167559516368
WDR91,+,0.415430545806885,1.79376843848323
C17orf67,+,0.838528990745544,2.59348781994981
ZSWIM8,+,0.41687798500061,1.63202262500835
RNASEL,+,0.291979789733887,1.38418820728204
STKLD1,+,0.581194996833801,2.42097699354085
ULK1,+,0.402116775512695,2.047872699332
CCNB1,+,-0.378884553909302,1.6161817076383
LRP5L,+,0.642340183258057,1.57107038596505
FAM43A,+,0.319661498069763,1.35125467919011
P2RY14,+,1.19440191984177,1.68794567732632
MAEA,+,0.830325126647949,1.67921589144665
DDIT4,+,1.3885805606842,1.59813436984649
NR4A2,+,2.07131111621857,2.35181691966647
C18orf32,+,0.664340257644653,3.35526374255668
SLC30A4,+,0.549099326133728,1.48823737070711
APITD1,+,-0.458528399467468,2.12547248372686
ENTHD2,+,0.444806814193726,2.21683757116811
TMEM91,+,1.06193161010742,1.73079138910814
SUPT7L,+,0.222328424453735,1.3923619257931
BUB1B,+,-0.463738918304443,1.91209914869039
EIF4A2,+,0.261979341506958,1.31336288272356
CIB3,+,-1.3212149143219,1.56832163751657
MAN2B2,+,0.495770931243896,2.01787243306404
GLMP,+,0.209846973419189,1.46999171989231
FAM72C,+,-0.620236754417419,1.65728934411095
C3orf62,+,0.264218330383301,2.29065509480596
IFFO1,+,0.422442197799683,1.88720403159092
KNSTRN,+,-0.29161810874939,1.8020038590095
SLC24A3,+,0.898866891860962,1.69229891665051
CYSRT1,+,0.760440647602081,1.31520780650398
EME1,+,-0.240638256072998,1.46975141374828
TRH,+,2.04903626441956,3.36926102753903
CHMP3,+,0.304528951644897,1.97283812621778
CEP55,+,-0.50503945350647,2.24443497485356
SIK3,+,0.336061954498291,1.45143353408619
RRH,+,0.888954073190689,2.4100947369249
MYO6,+,1.62676513195038,1.69153185850057
DSTYK,+,0.323625087738037,1.61468214964869
ELOVL6,+,-0.647026062011719,1.69070583495969
