gene,degree,betweenness,closeness,eigenvector,community,evidence_count,degree_rank,betweenness_rank,bridge_score,ENTREZID,druggability_score,drug_method,is_hub,is_bridge,is_core,is_druggable,degree_norm,between_norm,evidence_norm,drug_norm,target_score
PBX1,7,0.014642354825045114,0.3877118644067797,0.03487788133571652,1,2,108.5,30,78.5,5087,0,NA,FALSE,TRUE,FALSE,FALSE,0.08823529411764706,0.05186170069489441,0.25,0,0.111842928374273
RHOB,9,0.0013409677007741835,0.41123595505617977,0.11265126672831076,1,2,88,105,-17,388,0,NA,FALSE,FALSE,FALSE,FALSE,0.11764705882352941,0.004749568383639901,0.25,0,0.1112440313237868
BTG2,9,0.001044401250490469,0.3961038961038961,0.05231595363572992,1,2,88,112,-24,7832,0,NA,FALSE,FALSE,FALSE,FALSE,0.11764705882352941,0.00369916080476784,0.25,0,0.11103394980801239
TMPO,9,2.2456027315186718e-4,0.3674698795180723,0.27316384880481026,2,2,88,139,-51,7112,0,NA,FALSE,FALSE,FALSE,FALSE,0.11764705882352941,7.953691747891368e-4,0.25,0,0.11045319148201665
POLD2,6,5.137887616977165e-4,0.3961038961038961,0.15806736796431284,2,2,116.5,126,-9.5,5425,0.361207,proteoscore,FALSE,FALSE,FALSE,TRUE,0.07352941176470588,0.0018197864549758514,0.25,0.061539234761156754,0.10973062777263828
MVK,8,6.634665812685396e-4,0.3182608695652174,0.008763804097272235,3,2,100.5,120,-19.5,4598,0,NA,FALSE,FALSE,FALSE,FALSE,0.10294117647058823,0.002349929753099521,0.25,0,0.10635233889179638
KLF2,8,3.095338955597309e-4,0.4103139013452915,0.06020158187642881,1,2,100.5,133,-32.5,10365,0,NA,FALSE,FALSE,FALSE,FALSE,0.10294117647058823,0.0010963369238249565,0.25,0,0.10610162032594146
NFKBIZ,8,9.596944187656397e-5,0.35952848722986247,0.03302553435166989,1,2,100.5,145,-44.5,64332,0,NA,FALSE,FALSE,FALSE,FALSE,0.10294117647058823,3.3991380006344655e-4,0.25,0,0.10595033570118916
PRDX1,12,0.014947023470949478,0.4420289855072464,0.1062430642754718,3,2,66.5,27,39.5,5052,-0.831708,proteoscore,FALSE,TRUE,FALSE,FALSE,0.16176470588235295,0.05294080540952573,0.25,-0.14169900878092662,0.1057777710904257
SAE1,6,0.010221510446542688,0.40308370044052866,0.10175752177339477,4,2,116.5,43,73.5,10055,0,NA,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0.036203528856001484,0.25,0,0.10429952930061206
HMGCR,15,0.03848764956585287,0.41216216216216217,0.07381982093606015,3,2,54.5,11,43.5,3156,-1.78438,proteoscore,FALSE,TRUE,FALSE,FALSE,0.20588235294117646,0.13631925916862175,0.25,-0.30400678758471705,0.10322720019913387
CD83,7,0.0016622661088955242,0.34923664122137404,0.019636124359925924,4,2,108.5,99,9.5,9308,0,NA,FALSE,FALSE,FALSE,FALSE,0.08823529411764706,0.005887573989625731,0.25,0,0.10264810303321927
TET2,7,0.001170935819249408,0.40848214285714285,0.04830370711678123,4,2,108.5,111,-2.5,54790,0,NA,FALSE,FALSE,FALSE,FALSE,0.08823529411764706,0.00414733311113137,0.25,0,0.10230005485752039
NR4A2,7,8.387830401881923e-5,0.3560311284046693,0.024879909978134978,1,2,108.5,149,-40.5,4929,0,NA,FALSE,FALSE,FALSE,FALSE,0.08823529411764706,2.9708824501225396e-4,0.25,0,0.10153000588429656
CYP51A1,7,0,0.3177083333333333,0.008649373044993944,3,2,108.5,170,-61.5,1595,0,NA,FALSE,FALSE,FALSE,FALSE,0.08823529411764706,0,0.25,0,0.10147058823529412
PTPN7,2,6.0869843341470086e-5,0.3238938053097345,0.007301636716037753,4,2,157.5,151,6.5,5778,0.576444,proteoscore,FALSE,FALSE,FALSE,TRUE,0.014705882352941176,2.155946659154059e-4,0.25,0.09820939971445802,0.09909676358195704
KLC4,5,0.008651081079025503,0.3267857142857143,0.0664015660560509,4,2,126,49,77,89953,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.03064123107031061,0.25,0,0.09877530503759153
IL3RA,6,0.0017117636721501375,0.3166089965397924,0.005609697150975471,4,2,116.5,96,20.5,3563,0,NA,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0.006062889220086242,0.25,0,0.09827140137342902
IER2,6,0,0.3539651837524178,0.023532351547195147,1,2,116.5,170,-53.5,9592,0,NA,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0,0.25,0,0.09705882352941177
CD200,5,0.0053504516612443735,0.31443298969072164,0.00492220228748054,4,2,126,65,61,4345,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.018950744327226158,0.25,0,0.09643720768897464
CFP,4,0.011034047919293822,0.2841614906832298,0.0014539335490793026,4,2,134.5,36,98.5,5199,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0.039081452230944384,0.25,0,0.09605158456383593
TSPO,5,0.0021102640433200044,0.3560311284046693,0.01781219341517134,3,2,126,88,38,706,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.007474336164471589,0.25,0,0.09414192605642373
ACTA2,5,0.0013162429427931847,0.35812133072407043,0.01344162843367312,3,2,126,106,20,59,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.004661995857670854,0.25,0,0.09357945799506358
PPARD,5,5.882406380347163e-4,0.40486725663716816,0.04876241250610018,1,2,126,125,1,5467,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.0020834872717432717,0.25,0,0.09306375627787807
CALCOCO2,5,4.3451209381343295e-4,0.33394160583941607,0.01325124239703246,1,2,126,127,-1,10241,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.0015389967274334721,0.25,0,0.09295485816901611
ATP5MC1,5,5.1066177447705044e-5,0.32854578096947934,0.018404471222931543,6,2,126,152,-26,516,0,NA,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,1.8087109908682917e-4,0.25,0,0.09268323304334677
CDCA5,28,3.982580584790939e-4,0.3952483801295896,0.8282863546693139,2,2,20.5,129,-108.5,113130,-2.98985,proteoscore,TRUE,FALSE,FALSE,FALSE,0.39705882352941174,0.00141058869799031,0.25,-0.5093840403166177,0.09252295673509804
PGAM1,12,0.0036229138212289574,0.38445378151260506,0.05702114328099106,3,3,66.5,81,-14.5,5223,-3.263205,PhosphoScore,FALSE,FALSE,TRUE,FALSE,0.16176470588235295,0.012831984642155635,0.5,-0.5559558329954307,0.08990464209405086
RARB,4,0.0016041049127768147,0.3539651837524178,0.013736653842392234,1,2,134.5,100,34.5,5915,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0.005681573070975252,0.25,0,0.0893716087318421
TSC22D3,4,0.0012768255952014462,0.3567251461988304,0.01872970905548704,1,2,134.5,107,27.5,1831,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0.004522383704611105,0.25,0,0.08913977085856928
EREG,4,0.0011951942960142013,0.31881533101045295,0.006785296111361249,5,2,134.5,110,24.5,2069,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0.00423325411743958,0.25,0,0.08908194494113497
CD300A,4,1.301066874837367e-4,0.3128205128205128,0.006124672319351566,4,2,134.5,144,-9.5,11314,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,4.608243800474168e-4,0.25,0,0.08832745899365654
TNFRSF4,4,0,0.3128205128205128,0.004823373326403688,4,2,134.5,170,-35.5,7293,0,NA,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0,0.25,0,0.08823529411764705
PLCD1,2,0.01092896174863388,0.29233226837060705,0.0025693529546731214,4,2,157.5,38,119.5,5333,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0.038709247923983,0.25,0,0.08715361429067894
ZWINT,29,0.007325528506591709,0.39956331877729256,0.819294644328641,2,2,17,58,-41,11130,-3.4218,proteoscore,TRUE,FALSE,FALSE,FALSE,0.4117647058823529,0.025946261470931504,0.25,-0.5829758379702669,0.08712349646483879
C5AR1,3,0.00200240303037445,0.3128205128205128,0.004404228701375744,4,2,143.5,91,52.5,728,0,NA,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,0.0070923036542047,0.25,0,0.08524199014260564
LST1,3,0.0016674423819567667,0.3014827018121911,0.0037629123968821922,4,2,143.5,98,45.5,7940,0,NA,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,0.005905907811434094,0.25,0,0.08500471097405152
HLA-E,3,7.823110247540288e-4,0.3452830188679245,0.014729370059987082,4,2,143.5,118,25.5,3133,0,NA,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,0.002770864434094505,0.25,0,0.0843777022985836
DDX60L,3,3.704371521671168e-4,0.2961165048543689,0.0033621852577443616,6,2,143.5,131,12.5,91351,0,NA,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,0.0013120499360594394,0.25,0,0.08408593939897659
RAD23A,11,0.004591594454823227,0.34398496240601506,0.020535913990123583,6,2,71.5,67,4.5,5886,-1.1321,proteoscore,FALSE,FALSE,FALSE,FALSE,0.14705882352941177,0.016262950882809615,0.25,-0.1928771249535739,0.08379481224467067
MT2A,2,0.004338485370387412,0.3719512195121951,0.02556567768109663,1,2,157.5,68,89.5,4502,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0.015366464782246311,0.25,0,0.0824850576623316
CEP55,24,3.585370751303257e-4,0.39186295503211993,0.71751533264731715,2,2,30,132,-102,55165,-2.768165,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0.3382352941176471,0.0012699010986010942,0.25,-0.4716153224954597,0.08240150395592238
GAD1,2,0.0013986955294430145,0.3112244897959184,0.0033581500102251023,4,2,157.5,103,54.5,2571,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0.004954034359772933,0.25,0,0.08040257157783694
MT1X,2,1.3917330673494875e-4,0.3055091819699499,0.03204000294216718,1,2,157.5,143,14.5,4501,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,4.929374041845353e-4,0.25,0,0.07951035218671926
LIPC,2,0,0.2928,0.0031318544854238126,3,2,157.5,170,-12.5,3990,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0,0.25,0,0.07941176470588235
GUK1,2,0,0.34790874524714827,0.04177922000233578,3,2,157.5,170,-12.5,2987,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0,0.25,0,0.07941176470588235
ACSM1,2,0,0.27601809954751133,0.001782496162126588,3,2,157.5,170,-12.5,116285,0,NA,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0,0.25,0,0.07941176470588235
USF1,11,0.001795392348629934,0.4168564920273349,0.06540806479317976,1,2,71.5,95,-23.5,7391,-1.28364,proteoscore,FALSE,FALSE,FALSE,FALSE,0.14705882352941177,0.006359093310270349,0.25,-0.2186951618014359,0.07665043336059044
P2RX1,1,0,0.3122866894197952,0.004227113203981088,1,2,175.5,170,5.5,5023,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
BOLA3,1,0,0.27232142857142855,0.0021359726412846763,3,2,175.5,170,5.5,388962,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
NUCKS1,1,0,0.3446327683615819,0.03792343196559526,2,2,175.5,170,5.5,64710,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
CPA3,1,0,0.3122866894197952,0.004227113203981088,1,2,175.5,170,5.5,1359,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
CRHBP,1,0,0.31443298969072164,0.005219436610740829,1,2,175.5,170,5.5,1393,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
PBXIP1,1,0,0.2798165137614679,0.0013226889599391562,1,2,175.5,170,5.5,57326,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
POFUT2,1,0,0.2215496368038741,5.51381500310126e-5,4,2,175.5,170,5.5,23275,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
CCDC146,1,0,0.28110599078341014,0.023703534987560303,2,2,175.5,170,5.5,57639,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
MYO10,1,0,0.28197226502311246,0.001477793921914387,5,2,175.5,170,5.5,4651,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
SESN3,1,0,0.3070469798657718,0.004029101619867221,3,2,175.5,170,5.5,143686,0,NA,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.075
RALA,7,0.04812314052688244,0.4103139013452915,0.06765362765095008,4,2,108.5,7,101.5,5898,-1.9505,proteoscore,FALSE,TRUE,FALSE,FALSE,0.08823529411764706,0.17044716784452263,0.25,-0.3323088351046249,0.06909825478327365
NCOA3,14,0.019522079930142867,0.43160377358490565,0.09461727306837438,1,2,60,19,41,8202,-2.26597,proteoscore,FALSE,TRUE,FALSE,FALSE,0.19117647058823528,0.06914518042870574,0.25,-0.3860558067582809,0.06897081591055554
SNRPA,1,0,0.3204903677758319,0.03363774941795231,2,2,175.5,170,5.5,6626,-0.273038,proteoscore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.04651778503937276,0.06569644299212545
CYLD,11,0.0061626491560016995,0.4057649667405765,0.0595262280201101,1,2,71.5,63,8.5,1540,-1.80204,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0.14705882352941177,0.021827463535409788,0.25,-0.307015541251955,0.06208003151551448
TOP2A,42,0.047361057481655255,0.5,0.9581078923748173,2,2,4,8,-4,7153,-6.677255,PhosphoScore,TRUE,FALSE,FALSE,FALSE,0.6029411764705882,0.16774794881394542,0.25,-1.1376112949226005,0.06190968371944544
LMNA,10,0.0055031119488876765,0.43364928909952605,0.1404235713939196,1,2,77.5,64,13.5,4000,-1.8862633333333332,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0.1323529411764706,0.019491451217637762,0.25,-0.3213647633942921,0.05433121991761029
THOC3,2,8.183996121300834e-5,0.31881533101045295,0.022049267892842155,1,2,157.5,150,7.5,84321,-0.895732,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,2.898686464045396e-4,0.25,-0.15260684823682946,0.04894836878779736
MAFG,5,9.093937214996485e-5,0.3667334669338677,0.02933302465763413,1,2,126,146,-20,4097,-1.53094,proteoscore,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,3.220978152882975e-4,0.25,-0.2608279354089077,0.04054589130480553
EEF1A2,9,0.001989772469372626,0.375,0.03957254007152095,6,2,88,93,-5,1917,-2.1157,proteoscore,FALSE,FALSE,FALSE,FALSE,0.11764705882352941,0.007047567518377369,0.25,-0.36045414121038444,0.0396128029086574
IDH1,18,0.02260627791896663,0.45185185185185184,0.11243019590205075,3,2,44,15,29,3417,-3.81461,proteoscore,FALSE,TRUE,FALSE,FALSE,0.25,0.08006908951924238,0.25,-0.64989931067852,0.03603395576814447
PI4KB,1,0,0.2264851485148515,9.74386819721574e-5,4,2,175.5,170,5.5,5298,-1.46949,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.2503586311704154,0.024928273765916914
APLP2,2,6.588752299774502e-4,0.27111111111111114,0.002704842076305811,4,2,157.5,121,36.5,334,-1.69698,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0.002333667663477412,0.25,-0.28911635324062873,0.02205522759045208
SP100,5,0.008163939526619552,0.3836477987421384,0.03310767242844469,4,2,126,51,75,6672,-2.25768,proteoscore,FALSE,FALSE,FALSE,FALSE,0.058823529411764705,0.028915826264267343,0.25,-0.3846434303199229,0.021501538012398305
PKMYT1,17,2.3943902471598372e-4,0.3804573804573805,0.516688115931021,2,2,48.5,137,-88.5,9088,-3.68884,proteoscore,FALSE,FALSE,FALSE,FALSE,0.23529411764705882,8.480681681923052e-4,0.25,-0.6284717371378337,0.020063501500189374
GAB2,2,2.740764743106663e-4,0.2946859903381642,0.0018847106577554572,1,2,157.5,136,21.5,9846,-1.90556,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,9.707504187713808e-4,0.25,-0.32465235776568524,0.014675443236499566
IRF3,14,0.004948667894363579,0.4168564920273349,0.06587721889471267,1,2,60,66,-6,3661,-3.5889,proteoscore,FALSE,FALSE,FALSE,FALSE,0.19117647058823528,0.017527667936098286,0.25,-0.6114448491704632,0.01356950492959759
FER,1,0,0.28773584905660377,0.0025039762607222643,5,2,175.5,170,5.5,2241,-1.89038,proteoscore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.3220661244322383,0.010586775113552327
ZEB2,6,0.0037278266126310293,0.39956331877729256,0.04601572759463014,1,2,116.5,79,37.5,9839,-2.66726,proteoscore,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0.013203574857784998,0.25,-0.45442402641433577,0.008814733218101611
NFAT5,3,2.29278362347479e-5,0.3553398058252427,0.015723146555296573,1,2,143.5,154,-10.5,10725,-2.38787,proteoscore,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,8.120801569117737e-5,0.25,-0.40682404413293033,0.0024749621883168593
BHLHE40,9,0.0027110515864110763,0.373469387755102,0.036881220894883916,1,2,88,86,2,8553,-3.33408,proteoscore,FALSE,FALSE,FALSE,FALSE,0.11764705882352941,0.00960226327136808,0.25,-0.5680308848734313,-0.0013916066733538346
EIF4A2,8,0.003766168052686165,0.39869281045751637,0.06146308238152703,6,2,100.5,78,22.5,1974,-3.33062,proteoscore,FALSE,FALSE,FALSE,FALSE,0.10294117647058823,0.013339376258045394,0.25,-0.5674414008593519,-0.004938051979084854
XPC,2,2.078867508519823e-4,0.28955696202531644,0.011160340980620376,6,2,157.5,140,17.5,7508,-2.51476,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,7.363132897639211e-4,0.25,-0.428442433308232,-0.006129459297811279
DYRK1B,1,0,0.26598837209302323,0.0011770668313040374,1,2,175.5,170,5.5,9149,-2.39909,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.4087356079011303,-0.00674712158022607
WNK4,1,0,0.34724857685009486,0.00865778404759392,1,2,175.5,170,5.5,65266,-2.45909,PhosphoScore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.4189578740412367,-0.00879157480824734
MRPS7,18,0.003969789991072237,0.3560311284046693,0.04286155583959809,6,2,44,75,-31,51081,-4.98921,proteoscore,FALSE,FALSE,FALSE,FALSE,0.25,0.014060584024806377,0.25,-0.8500172074813359,-0.017191324691305937
NFE2,6,3.9283792863740796e-4,0.3935483870967742,0.04520363728304494,1,2,116.5,130,-13.5,4778,-3.37331,proteoscore,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0.001391391160781597,0.25,-0.5747145432180376,-0.017605806882039443
SOCS2,2,4.3878268628374714e-5,0.3465909090909091,0.03967462146752407,4,2,157.5,153,4.5,8835,-3.07007,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,1.5541227226119575e-4,0.25,-0.5230512101459399,-0.0251673948688534
PLD1,2,6.993159646223176e-4,0.2980456026058632,0.005083833018182155,4,2,157.5,119,38.5,5337,-3.15375,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0.0024769045472364626,0.25,-0.5373078639893416,-0.027554427182538685
PFKFB4,6,2.988894187324306e-4,0.3652694610778443,0.03074154991041692,3,2,116.5,134,-17.5,5210,-3.81972,proteoscore,FALSE,FALSE,FALSE,FALSE,0.07352941176470588,0.0010586352919585477,0.25,-0.6507699070114523,-0.03288343081448701
RAB13,1,0,0.2914012738853503,0.002565657745446526,4,2,175.5,170,5.5,5872,-3.21332,proteoscore,FALSE,FALSE,FALSE,FALSE,0,0,0.25,-0.5474568705554439,-0.03449137411108878
MAVS,10,0.001923761040837479,0.37731958762886597,0.039574279716282745,1,2,77.5,94,-16.5,57506,-4.44551,proteoscore,FALSE,FALSE,FALSE,FALSE,0.1323529411764706,0.006813761891479397,0.25,-0.7573864391417385,-0.035408653097110665
SLC29A1,2,0,0.32332155477031804,0.06551807231544679,2,2,157.5,170,-12.5,2030,-3.7437,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0,0.25,-0.6378182958119376,-0.04815189445650517
STAR,4,0.0013582882170207055,0.31497418244406195,0.005868294818849684,3,2,134.5,104,30.5,6770,-4.29313,proteoscore,FALSE,FALSE,FALSE,FALSE,0.04411764705882353,0.004810915854056457,0.25,-0.731425290567915,-0.057087580825124676
CTTN,6,0.022521782671207347,0.40308370044052866,0.06602715342308421,5,2,116.5,16,100.5,2017,-5.38627,proteoscore,FALSE,TRUE,FALSE,FALSE,0.07352941176470588,0.07976981612354939,0.25,-0.9176647573745131,-0.070520164720781
ALDH1A1,8,0.008092085039951296,0.4168564920273349,0.07578305068064928,1,2,100.5,52,48.5,216,-5.6969900000000004,proteoscore,FALSE,FALSE,FALSE,FALSE,0.10294117647058823,0.02866132513205872,0.25,-0.9706024662920775,-0.08250587529082731
ALDH1A2,3,1.9115674853379771e-4,0.3055091819699499,0.004717583383998945,1,2,143.5,141,2.5,8854,-6.66767,proteoscore,FALSE,FALSE,FALSE,FALSE,0.029411764705882353,6.770573583773584e-4,0.25,-1.1359782879067184,-0.1432367166979035
FSCN1,6,0.014648822148366623,0.39186295503211993,0.038967831900210394,5,2,116.5,29,87.5,6624,-7.44944,proteoscore,FALSE,TRUE,FALSE,FALSE,0.07352941176470588,0.05188460728269431,0.25,-1.2691693045792345,-0.1463981159298963
AHNAK,2,0,0.32737030411449014,0.009806472550107383,3,2,157.5,170,-12.5,79026,-7.20844,proteoscore,FALSE,FALSE,FALSE,FALSE,0.014705882352941176,0,0.25,-1.228109868916474,-0.16621020907741246
